,candidato,alias,seguido_Por,siguiendo_A,Antiguedad_años,meses
5850,Esaú Ayzana Suarez,JoelAyzana,31,425,4,1
5851,Carlos Bolívar,CarlosBolivar80,3205,894,8,3
5852,HUGO E. PALOMINO ESTEBAN,hugodrehco,182,789,4,10
5853,Cristina.,Elizabe83390206,2,658,1,1
5854,Licely Borja Aguilar,licely_a,10,223,4,8
5855,Leonel Wuashington H,h_wuashington,150,2986,1,2
5856,Edgar Garcia,exargarcia0801,90,2521,1,6
5857,Juver cruz camizàn,JuverCamizan,17,521,1,1
5858,Eduardo Medina Pared,EduardoMedinaP2,7,134,1,1
5859,LUIS GENARO CADENA C,LcadenaC,2,175,4,3
5860,Christian Bonifaz,nilobota,28,388,1,0
5861,Julio Sanchez,Balin1989,104,776,8,5
5862,Iván Bardales Vila,IBardalesVila,28,280,1,1
5863,Vanessa Lizet,VanessaLizet7,8,203,1,0
5864,Clau Angeles,csanya710,17,412,1,1
5865,51977328069,zvYOA1stXJswiIU,0,61,1,1
5866,Rivelhino,Rivelhino1,2,124,1,0
5867,JAVIER ZUÑIGA,JAVIERZR_1980,55,486,6,10
5868,¡Somos Pueblo!,SomosPuebloPeru,114,361,7,7
5869,Eymer Nicanor,EymerNicanor,2,222,1,1
5870,Ronald il Pollito,ronedg,101,2012,9,2
5871,ANDREE ROJAS,ANDREEROJAS9,12,386,1,2
5872,Edith Tapia,etapia20,23,75,4,2
5873,Yo Amo a mi Planeta,lucbeat01,4,40,2,2
5874,Marco Camones,MarcoCamones1,6,82,1,3
5875,Lucio Dávila,Lucioda,62,1037,8,5
5876,David Milord Carrera,JirenMilord,161,3485,1,0
5877,J.C.A,jizetca,75,152,9,3
5878,Kathy Benites Namay,kathyNamay,1,310,1,6
5879,CESAR AUGUSTO,SUICESART,35,118,7,8
5880,ELMER MP.,moron_elmer,30,576,1,1
5881,WILLIAM CHAVEZ,willanchavez,29,816,4,4
5882,Jean Huamán Alarco,AlarcoJean,138,731,3,0
5883,Edith,blackswan_04,7,158,1,0
5884,Andrés Delgado,AndrsDelgadoC,104,403,5,5
5885,Joel Uchuya,UchuyaCavero,87,488,4,10
5886,pitito montes,crcer_candia,23,594,2,10
5887,Karin Alania Muñoz,KarinAlania,24,528,8,9
5888,Alejandro Magno,Alejand91175056,2,114,1,0
5889,Luis A. Gonzales,luis_10gonzales,6,119,3,8
5890,mauricio,maurieche09,39,698,9,2
5891,John GU,John_Gomero,7,329,1,2
5892,Pamela Gonzales,pamelavgonzales,565,1452,9,9
5893,TATIANA RUBIO,TATIANARUBIO,113,447,8,2
5894,Milly Fernandez A,millyfer23,14,176,2,3
5895,Julio C. Navarrete,JulioCCanto,399,1943,3,9
5896,Sheyla Q. Rivera,sheila0120,4,36,5,2
5897,Jor Lu Miro,miro_jor,8,328,1,2
5898,Manolo Martin,manoleteperu,3,75,1,1
5899,Juan José,jcallanaupa,312,2328,5,3
5900,ANA VARGAS AGUIRRE  ,agva2,21,168,5,9
5901,Fernando Gobernador,Loretano2021,357,2108,2,8
5902,Miguel Angel Zamora,MiguelZamoraS,96,1011,9,4
5903,Carmen,Carmen44639576,1,145,1,2
5904,Jerald Carrasco,Jerald_Carrasco,38,635,8,5
5905,Ever,Ever261M,29,614,3,7
5906,Alexis Alcázar,alcazar_x,32,1176,6,9
5907,Steven Palacios,Hataryllacta01,15,396,1,1
5908,Janame,jnavarreteus,47,581,3,8
5909,ModoAvión,modoavion_pe,71,837,1,1
5910,Jose luis,JLRS_87,22,419,8,7
5911,Miguel Sanchez,miguelmapfre20,4,112,1,1
5912,SODOMCO,SODOMCO,1747,508,4,10
5913,Contad_edwarchavez@h,CEdwarchavez,7,340,1,1
5914,Guillermo Véliz Rett,gmovelizr,6,74,1,5
5915,FantasticoSistema,fantasticosiste,10,198,5,0
5916,Cesar Cueva,cesarcuevaa,25,548,7,5
5917,Aquelarre,G6ST6V6,2,167,1,1
5918,JORGE LUIS,patrondelbueno,117,2290,1,1
5919,Pedro S,pedrosaavedrac,66,384,7,6
5920,JHON PALMA,OP7JHONPALMA,14,383,2,9
5921,Sylvia Calderón-Blos,sylviablossiers,15,80,3,6
5922,WillyMejiaM,WillyMejiaM,258,4046,4,11
5923,Henry M.,henry031214,6,292,2,6
5924,peter luttich massa,pluttichm,102,1470,7,2
5925,Johnny Wuaman ...,jhohuato,175,1126,4,2
5926,P. hlo,pablo_hurtado,49,120,8,2
5927,Mariano Favre,FavreMariano,1,73,1,1
5928,Bruno Giuffra,bgiuffra,21746,302,9,0
5929,Fredy Torres Paxi,PaxiFredy,8,91,1,1
5930,Jorge Irujo,IrujoJorge,5,97,1,1
5931,Heydee Arroyo,FabiHeyde,85,518,1,5
5932,E So,ebartolasc,2,405,6,9
5933,Jana,JanaChilon,199,305,2,10
5934,mitchel,mitchel88391382,89,1277,1,6
5935,Michal Udriela,Michallita,103,490,7,8
5936,Alvaro,Alvaro84930656,6,847,1,1
5937,roberth soria,ROBERCITO,25,866,9,2
5938,Kami Vera,KamiVera5,1,151,1,1
5939,Melissa Tiña,MelissaStern23,26,403,1,1
5940,Tqn Za,TqnZa,0,61,1,1
5941,Ritz Lóp,RiquiLopez24,302,2140,6,9
5942,Angelica Perez,angiempe,24,205,1,6
5943,Zur...d@!!!,zurdoperu,67,990,7,7
5944,Unamar,UnamarOficial,20,439,4,6
5945,LUIS BUSTAMANTE ESCO,BustamanteEsco,1,49,1,2
5946,Dios No Es Huevón,DiosNoEsHuevon,11,240,1,1
5947,Rodrigo Nadales,nadales_rodrigo,12,269,1,1
5948,Renzo Oblitas,OblitasRenzo,275,787,8,11
5949,Edward Robles,EdwardRV27,10,80,2,7
5950,Pina Lima,PinaLima3,5,111,1,1
5951,Gonzalo RojasSamanez,GRojassamanez,22,460,1,1
5952,Sonia Cabanillas Q.,sonicabanillasq,387,1747,5,5
5953,Tania 💚,MadameT31,42,819,1,1
5954,Manu,Manu85272746,4,148,1,1
5955,Walte Requena,walter_yogui,7,196,2,0
5956,TV Perú,tvperupe,37356,2496,8,7
5957,Cupertino ore osorio,56Ore,84,373,5,6
5958,Gustavo Paul,gustavopaulsdp,39,906,2,8
5959,Carlos Santolalla Ca,ca_santolalla,4,205,1,9
5960,Ana Bejarano,AnaBejarano1903,84,696,2,3
5961,Edgar HT,HtEdgar,29,1386,1,1
5962,Antony Valdivia Lope,robinsonvl_25,8,264,1,6
5963,armando navarrete,armandoyelva,138,193,9,1
5964,Adolfo Escobar,AescobarAdolfo,20,187,4,5
5965,Leoncita y Tiger .,Yozzuke7,121,1326,5,10
5966,Reina de Corazones ن,GabyPac54589881,1467,1052,3,1
5967,Alberto Purizaga,alpr63,2,210,3,8
5968,Raul Villafani C.,raulvillafani,410,1466,7,4
5969,Percy Quispe Ccari,percyq19,59,835,8,4
5970,Carol Paola,carolpaola83,34,578,1,1
5971,HAR,Hectoramis13,23,193,5,1
5972,Mitens Sanchez,MitensSanchez,13,258,1,8
5973,Antonio@DjAnper,antonio51432314,2,56,2,0
5974,Elias Triveño Carita,Elias_T11,128,2500,6,11
5975,Nicolas Misaico M,Nicolas_Misaico,149,1921,7,9
5976,Pablo Castillo,jpablo073,2,176,1,7
5977,Ethelwoldo Vela,EthelwoldoV,0,133,1,1
5978,MAO FERNÁNDEZ,MAOFERNNDEZP,53,986,1,2
5979,Camila Blanca Uribe,CamilaBlancaUr1,2,89,1,1
5980,CpantojaAntonio,CpantojaAntonio,22,265,6,4
5981,karen vilca,karenvilcah,26,262,4,8
5982,Angie,Angie29184025,0,50,1,1
5983,dani elías,danieliasvega,43,573,8,7
5984,Rosario,RosarioMunayco,1,142,1,1
5985,Sandro Romero Verano,RomeroVerano,17,378,1,1
5986,EDUARDO VERA,EDUARDOVERACOST,140,247,9,1
5987,Franklin Vega C,FrankVegaC,77,1249,4,6
5988,Alma Llanera,IBONN7,76,635,2,3
5989,Noe,Noerivera81,30,371,8,1
5990,Mercedes Herrera,mercedesherrgue,526,704,1,9
5991,William Obando V.,wobandovzo,37,363,6,10
5992,polux.0563@gmail.com,Polux0563,1,237,1,1
5993,Juan José Nolasco,JuanJoseNolasc,6,173,1,1
5994,Carlos Miguel R.,CarlosMIguel398,15,225,5,4
5995,carlos llantoy,carlosllantoy1,25,379,1,7
5996,@marina261188,marina261188,31,342,1,1
5997,Darlyn Carbajal,CarbajalDarlyn,133,2055,1,1
5998,Mishel Mendoza,MishelMendozaJ,3,107,1,1
5999,Iris Moreno Quevedo,quevedo_moreno,23,748,4,3
6000,Franco Rovegno,FrancoRovegno,2,46,1,2
6001,WILLIAM MENDOZA,WILLIAM20172017,9,57,1,6
6002,Rómulo Vargas,romulovargas18,534,910,4,3
6003,hector leonardo,hectorlVsa,78,1370,6,1
6004,Adriana,Adriana86114008,16,150,1,1
6005,Oscar Mendoza Canepa,mendozacanepa,19,567,1,1
6006,diana,Dianaalexistorv,0,38,1,1
6007,Franco Durand,FrancoDurand17,6,37,1,1
6008,Ricardo Muñoz,Ricardo81062,19,174,8,1
6009,Andrea MV,andreamdv,51,325,8,3
6010,Guido Gihua Pisconte,ggihua,63,622,5,11
6011,Paola Lozada,PaolaLo09806369,5,91,1,1
6012,Fedor Karamazov,Rocco_Lampone,57,653,8,1
6013,Victor Mori,VictorMori1977,17,352,1,1
6014,Juan Mena Verano,menaverano,20,837,1,1
6015,jorge luis mori,menestrero,70,745,7,5
6016,piero muñoa,munoadelgado,30,209,4,3
6017,William Campos Ardiles,WilliamCamposAr,458,3333,1,1
6018,Cindy alexa,Cindyalexa8,2,405,1,2
6019,Juan Manuel Vargas™,juanvargas_v,247,538,7,11
6020,Pedro Cotera,PedroCotera,44,385,6,5
6021,Marcelain LH,MarcelainLH,216,346,6,1
6022,Julio Cesar,juliocesarcc57,10,52,3,4
6023,Eduardo Orizano G.,EdOrizano,9,225,1,1
6024,Enrique Pino,enriquepino82,1,70,4,6
6025,Veocid Caramelo,veocid,86,1290,1,5
6026,yamile seminario,SeminarioYamile,1,30,1,1
6027,Francisco Quesada,Jofraque22,10,329,5,5
6028,Guillermo Basombrio,gbyvc002,176,1766,5,3
6029,Alex,AlexPer37,7,455,1,1
6030,Emani Nicolette,Nicolette0725,667,3359,1,1
6031,Karyn Quispe,karyn_ny,20,180,7,0
6032,Nancy Urteaga,NancyUrteaga,3,194,1,1
6033,Isael,hizhaelth,9,423,1,3
6034,Pavel Padilla,PavelPadilla2,10,109,1,1
6035,Irene Torres,citalpe,16,431,6,10
6036,Pagina De Juanjo,JuanjoPagina,20,787,1,1
6037,Fernando,fernanditoASL,73,2346,1,1
6038,Emy,Emy1520,12,310,1,1
6039,jamer nelson anastacio rojas,jnar110378,33,525,2,8
6040,Shesmy Avila,shesmycitavila,11,271,4,4
6041,Bely,belydelpilar,97,1160,7,11
6042,Christian Rios Del C,ChristianRiosD2,10,338,1,1
6043,Jean y Julian,JeanyJulian,27,963,1,1
6044,jimmy alejandro,jimmytho30,9,170,6,1
6045,carlos alberto,carlosa95864296,11,808,1,5
6046,Al,Nelsonmorenoju2,3,104,1,1
6047,jcarlos,jomaluper,45,577,8,5
6048,Luis Chamache,LChamache,16,260,4,2
6049,Ricardo Terrones,terrone9Ricardo,157,563,2,2
6050,Aldo Vásquez Podestá,AldoVasquezP,111,675,1,2
6051,Fermin Fernandez Var,fermin_var,1,52,1,1
6052,Brenda Lizano Tejada,BrendaLizanoSJL,37,135,1,9
6053,Sara Ventura,SaraVentugo,13,229,1,1
6054,Jesus,Jesus92860715,1,51,1,1
6055,IRINA ARRIAGA,ArriagaIrina,5,83,1,3
6056,MULTISERVICIOS Y PRODUCCIONES RJ,JoseluisRJ,82,2223,6,11
6057,Irma Paucar,irmacont9,2,52,3,4
6058,Marcos Montes Bejarano,72Vencedor,88,485,4,9
6059,Genaro Rondon,GenaroRondon4,4,310,1,1
6060,Rosa Soto,sotorosaluz,25,66,9,3
6061,we all together oficial,Ruta88Oficial,322,1312,5,4
6062,Julma Andres,julmaandres,11,124,3,6
6063,carla ramirez R.,calola0679,65,1388,3,9
6064,Onda Digital,ondadigitalperu,55,917,1,1
6065,artemio sopla,SoplaArtemio,0,90,2,9
6066,Adriams Sinche Colca,sinche_colca,4,879,1,2
6067,Carlos Panta,CarlosPanta20,42,1399,8,4
6068,Francisco Maya Silva,fmaya711,163,894,4,5
6069,Carlos Ruiz Perez,ppkregiondesan1,16,58,2,1
6070,Melissa león,1316meli,96,678,6,11
6071,Carlos Alexander,CarlosA18883834,5,107,1,1
6072,Juan Carlos Araujo R,KIKOYCORA,16,340,8,8
6073,roberto farfan peña,rfarfanpe,32,407,4,0
6074,Luis Delgadillo,7f861cb91c9b4e5,11,289,3,4
6075,HECTOR945919176,hector945919176,2,168,1,1
6076,Erika Adriazola,adriazola_erika,14,210,1,1
6077,Armando Morales,Olivo28A,553,216,6,8
6078,Roberto Julca,robertjulca,172,1615,6,10
6079,José Tejada,JARTV,25,283,1,1
6080,a.m.,1339alexamoreno,62,150,1,9
6081,Draconiana,cavaychocolate,89,308,4,7
6082,Magaly Págales,MagalyPagales,11489,3130,5,4
6083,Miguel Peve,PeveMiguel,14,556,1,2
6084,Pavel Díaz,PavelDiaz,195,810,8,5
6085,SsZubiate🇵🇪🐘,SsZubiate,157,549,6,7
6086,Elena Bayona Merino,MerinoBayona,4,90,1,1
6087,Cataleyacaribena,Cataleyacaribe1,68,485,1,1
6088,gianthiagoooooollllll,Gianca15627568,32,688,1,1
6089,Gerson Muñoz Castill,GersonMunozC,22,533,1,1
6090,Christian Lozada,clozadapaz,43,777,1,1
6091,MARIELENA,MARIAEL82038669,34,942,6,0
6092,ROLIN PINEDO GONZALE,0803Rolin,5,108,6,9
6093,Margarita Vela G,MARGARITAVELA2,436,925,6,0
6094,FRANCO SIEASE,FRANCOSIEASE,138,1247,4,6
6095,Alejandro,Alejand69077249,51,1039,1,1
6096,Luis Frazier,frazier1505,6,107,1,4
6097,JOTA RUPAY,jose_rup,6,213,3,7
6098,Oscar,Oscar78274218,3,132,1,1
6099,Leonardo Jacinto,Leonard70060005,3,220,1,1
6100,Decio Rubio,DRubiour,204,1514,3,10
6101,Luis PaulAvalosPacha,paulavalospacha,2,216,1,1
6102,Hugo Ante ,HanteaAnte,11,49,5,7
6103,federico merani,federicomerani,484,584,8,11
6104,fcondor,floc57,43,819,3,5
6105,Jason,Jason41900644,1,104,1,2
6106,CandidatoTuit,CandidatoTuit,29,191,1,1
6107,NI UNO MENOS PERU,NIUNOMENOSPERU,88,2785,1,1
6108,David Abad,DavidAb16426222,1,52,1,1
6109,Cynthia J Vargas,CynthiaJVargas1,118,394,1,11
6110,Violeta Oliveros S.,VioletaOlivero6,108,959,1,1
6111,rosanna,rosanna1103,34,562,5,11
6112,Ebert Davalos,ebert_davalos,15,400,1,4
6113,Pedro,Pedro29614411,5,311,1,6
6114,Noelia Ramírez,noe23ramirez,9,111,7,4
6115,Max Villarroel Gutie,max_gutie,11,306,1,1
6116,Francisco Sandoval,fsandoving,17,312,4,5
6117,Hayrond Córdova,hayrondcordova,3,173,3,10
6118,Arturo Quiroz Machuc,AQuirozMachuca,10,343,8,9
6119,Jairo Serrano García,hiro_sg21,102,2026,5,8
6120,REVISTA BOGA,REVISTABOGAPERU,154,539,4,3
6121,Billycha 🕹️,Billycha_,273,683,7,9
6122,Javier Rezabal,rezabal,124,569,9,2
6123,Vanessa Palomino,PalominoVanessa,157,819,7,0
6124,VIDEOS CHEVERES,videocheveres,1178,2836,4,0
6125,Martin Casavilca,MartinCasavil,10,61,1,1
6126,AlcaldeTuits,AlcaldeTuits,8,118,1,2
6127,Elda Dalila,elda_dalila,1,37,1,3
6128,SITRAMUN,SITRAMUNBellav,16,103,1,1
6129,Frann Monzón Quispe,monzon_quispe,2,140,1,1
6130,Nelly C,NellydelCarmen,144,4632,8,6
6131,Mario,Mario88924549,1,122,1,1
6132,Rolando,danechs12,25,690,8,11
6133,Jose Alberto Rosas T,Joserosastorres,54,307,4,4
6134,tarlok kumar,royletechme,780,4574,1,1
6135,Beto Basadre,BtoBasadre,94,1621,6,7
6136,MCEConsultoresAsocia,MCEConsultores,71,393,8,9
6137,Luis Guillermo Quisp,lgqm15,167,202,3,7
6138,Hector Valer Pinto,valer_pinto,27,259,1,1
6139,Mia reyna👑,Mia99461679,6,128,1,4
6140,OSCAR ANTONIO PEREZ,OSCARAN96714158,12,480,1,1
6141,LUIS ALEXANDER MUÑOZ,ALEXANDER190382,2,102,4,5
6142,Maria Fernanda A.,MaferAcosta,93,390,9,3
6143,Avelino,Avelino83548660,7,582,1,1
6144,Luis Enrrique Leon R,LuisEnrriqueLe4,1,204,1,1
6145,Eduardo Quezada,quezadaeduardo,1293,2129,7,1
6146,manuel vasquez sialer,mvsialer,1330,2149,6,4
6147,Aldo Borrero,aldo_borrero,15,54,1,1
6148,Rocío Ruiz,RRocioruizt,1,68,4,1
6149,Cris,Ca_ir23,234,2175,8,8
6150,Luis Pierola,LuisPierola,63,796,7,3
6151,MAURICIO SALINAS,majasaa,161,938,5,1
6152,Perla Ramírez,Aurea_Ramirez,96,571,6,10
6153,Bernardo Zegarra Gutiérrez,BernardoZegarr3,38,1413,1,2
6154,isutchavez@gmail.com,isutchavez,0,82,1,1
6155,Christian Caichihua,Christiankleb,41,130,7,2
6156,W.Cristian C.delmazo,wcDelmazo,7,145,1,1
6157,Catheryne,Catherynechq,30,1021,7,4
6158,Ayrton Checa,Ayrtoncheca,366,1019,8,6
6159,Ronny Agama Bonett,Ragama14,3,316,1,2
6160,@elultimopatriota,jesusbelupu,37,477,1,1
6161,Beatriz Chavez,beachavezsoto1,15,153,3,7
6162,Rudy Olivera,RudyHansOlivera,278,3875,6,6
6163,Fernando Rivera Esc,Feriesco,209,1191,7,10
6164,The EchoMan,echomanperu,6,320,1,1
6165,Nancy Arrelucé Ruiz,nan_arreluce,324,425,9,3
6166,omar concha,omar_concha,59,884,7,4
6167,CESAR OLEA ANGELES,olea_cesar,14,806,6,3
6168,Erasmo Alayo,Emo_Galeno,490,1138,8,5
6169,Sandra Ordoñez,SandraOrdonez62,1055,1550,4,4
6170,Nelly Vasquez B.,NellyVa86355074,14,116,1,1
6171,Alfonso Coronel Zega,AlfonsoCzc,90,574,3,8
6172,FuerzaAncash2017,FuerzaAncash,48,737,1,2
6173,DIANA C.,dianac17,119,381,9,3
6174,Ernesto Varza,rvarza,53,619,7,1
6175,David Castro,davidzote,793,447,9,7
6176,alex salas moreano,SalasMoreano,117,1472,1,1
6177,Faviodv,Faviodv1,41,703,1,1
6178,Guille Corrales León,Memadas,269,2594,9,3
6179,Fernando Avila,Fer_Avila_10,3,174,1,1
6180,Maria,Maria31422937,6,351,1,1
6181,joe mendez,julio23072011,236,2986,7,2
6182,Eduardo Negrón,eduardoenred,380,819,9,3
6183,maybee,eby_kiss,37,1072,4,7
6184,Erasmo Fredy Mamani,erasmofredy,5,97,1,2
6185,Miguel Touzard,MiguelT962001,20,266,1,8
6186,Politicos&Estrategas,Policy_Strategy,212,1491,1,1
6187,Rocio Velarde,Rocio45374606,7,364,1,1
6188,GUSTAVO,GUSTAVO36381851,0,64,1,1
6189,Lissete Cipriano,LISSETECIPRIANO,537,1194,8,2
6190,maverick deadline09,maverickdeadlin,48,480,5,9
6191,Marco Antonio,elsabio_marco,47,382,2,2
6192,Alfredo de Cossío,alfredo_negriux,301,1505,8,8
6193,christian Derteano,CristiAnthonio,46,531,5,4
6194,Walter Béjares,WalterBejares,187,597,5,7
6195,Marisol Oliveros,Marisol40016249,48,471,1,1
6196,Amilcar Daniel Domin,domin_amilcar,13,694,2,4
6197,🌻 🌻,alma_libre13,111,586,7,3
6198,Javier Palacios,XPalazio,13,231,1,1
6199,juan  medina lengua,JUANMEDINAL,500,2870,8,5
6200,Fred Correa,alpachuco,317,4173,8,3
6201,Jose,Jose34739128,3,72,1,1
6202,Alicia,Alliicciia92,10,364,4,11
6203,Jesús Ervin,JessErvin1,6,206,1,1
6204,Oscar Antonio Penny,OscarAn35845861,21,1096,1,1
6205,Juvenal Quispe,JuvenalQuispeP,404,4824,1,1
6206,Jose Enrique,JoseEnr76063102,1,71,1,1
6207,Ana claudia,Acalfacar,0,57,1,1
6208,Ruth Palomino Flores,RuthPalominof,109,337,3,4
6209,Fabio11xD,fabiorce11,40,1088,6,9
6210,Enrique Bardelli,QuiqueBardelli,630,3474,1,1
6211,Arlet Gil,arlet_gil,42,333,5,1
6212,Aldo De La Torre,lexusynexus,86,865,1,1
6213,Eduard Oriundo Ayala,eduardoriundo,31,171,7,6
6214,Marco Espinoza Soto,05940bd0247146d,41,513,2,4
6215,Asbel CH F,CHAsbel,52,164,6,2
6216,Willian H.M,Willian50992482,2,89,1,1
6217,Mardin Salas Paredes,mardinb,62,140,9,2
6218,sixto carazas,sixto2909,111,2221,6,11
6219,@EnriqueAlvaLuna,EnriqueAlvaL,23,307,1,4
6220,Mário Vargas Granda,MVARGRA,25,78,1,1
6221,Francisco Rubio,rubiofrancisco5,150,553,5,7
6222,Noelia Perez Pino,Noe_Mimi,75,477,9,1
6223,Ventura Barriga Carlos,aprendetransita,253,1284,1,10
6224,NILO ALARCON BELLIDO,bellido_nilo,1,83,1,1
6225,Brian Townsend,TownBrian,59,670,3,10
6226,@2011galvez,2011galvez1,260,4478,1,1
6227,elena soria,emsn707,12,317,8,6
6228,Violeta Timana,visabeltr,12,379,1,6
6229,Knelin,Knelin2,273,2053,1,7
6230,GUSTAVOPACHECOVILLAR,GPACHECOVILLAR,616,359,7,1
6231,Dante,DanteRo9,230,423,7,3
6232,jesus 🇵🇪🇵🇪🇵🇪🇵,mexes_91,20,1304,5,0
6233,Cesar Pasara Ponce,CesarPasara,21,333,5,1
6234,Yonny Ureta,drplaquetas,89,525,7,7
6235,CECILIA,CECILIA77613307,4,11,1,2
6236,Ermis Jolvi.,ErmisJolvy,16,254,1,1
6237,Edwin Chilingano,edwin1406,56,424,8,0
6238,Henrry Pablo,henrryp10,12,269,6,8
6239,Andres Comina,AndresComina,6,148,1,2
6240,Kenji Fujimori,KenjiFujimoriH,529726,22259,6,1
6241,Rolando Herhuay A.,RolandoHerhuayA,13,352,1,1
6242,Jaime Contreras,seguridadejaime,2,485,1,1
6243,Daniel Lecca Rubio,RubioLecca,1,94,1,1
6244,angel balvin,balvin_1987,27,531,2,5
6245,José Andres Melodico,joseandresramo,25,416,1,1
6246,Sissi Tello,TelloSissi,53,1024,1,1
6247,Cynthia melissa... ❤,Mielsita_112,17,640,1,3
6248,Hector R tacuri,HectorR56650398,52,726,1,1
6249,jhgfjlkn,jhjhggfhi,19,105,1,1
6250,Tania Esteban,Taniesca,44,492,9,3
6251,I.T.V.C,IsneVera,3,332,1,3
6252,Huarmey en Linea,HuarmeyenLinea,187,491,7,0
6253,Pepita,PepitaPaquita,66,488,1,1
6254,Elias Ccari Quispe,EliasCcari,7,124,1,1
6255,Alfonzo Miranda,miranda_alfonzo,3,307,1,1
6256,Betsy,Betsy1409,17,466,1,1
6257,Jascet Rezza Cadillo,JascetRezza,57,905,8,3
6258,Julio Zuñiga Bendezu,jzbendezu,9,373,1,1
6259,Sandro,SandroRVS,45,1343,1,1
6260,Jorge Garboza,JorgeGarboza1,30,1080,1,2
6261,Martin Sotelo Garcia,msotelogarcia,16,294,6,10
6262,Mundoacuatico1,Mundoacuatico12,5,177,1,1
6263,Wil,Wil22810828,2,48,1,1
6264,Carlos Becerra Diaz,CarlosBecerraD3,3,105,1,1
6265,Pao,PaoRomanB,34,1245,1,2
6266,Shumager Acha,Shumager1312,5,124,1,2
6267,Cristian Nikita,CristianNikita2,6,2,1,2
6268,Carlitos Vives,Carfran2016,43,629,2,6
6269,Jhon Jhoseph,JhonJhoseph3,1,122,1,2
6270,Israel Arana,israel_peru,62,366,8,2
6271,Javier Jara,lukejara25,22,75,8,0
6272,Jose Carlos,JoseCar35359293,7,261,1,2
6273,Une Docencia,F0h_F7h,21,46,1,10
6274,Olivia Huanchi G.,oliviahuan,18,311,3,6
6275,Luis Mlqsh,ltafurm,74,1034,5,6
6276,Mártires Lizana Sant,LizanaSant,11,269,1,2
6277,Edita Ordinola,OrdinolaEdita,4,545,1,7
6278,Cesar,cesar10580,58,355,1,3
6279,Carlos Bravo,BRAVEX18,18,110,7,3
6280,EvoLooser,EvoLooser,33,119,4,11
6281,OCHITA OH!,ROSAELIZABETH39,43,219,6,7
6282,César Antonio Poma P,CsarAntonioPom1,24,197,1,1
6283,Carmen Negrón,carmennegron12,55,121,5,0
6284,JESUS PEREZ,JECHU2308,23,379,7,1
6285,Ana Maria,peluva81,50,186,5,7
6286,Karol 🦋✨,krol91,944,1145,9,1
6287,Santiago Morillo,1959Morillo,10,48,3,7
6288,Facundo Valdivia,ciberfacundo,25,173,8,1
6289,Edgard Arturo Chipoc,elperuanoedgard,185,2500,8,5
6290,Vianca la polola,viancabellavist,11,215,1,1
6291,Mijail Andía Ventura,El__Mija,10,202,8,5
6292,Lila Ramos,LilaRam80926461,6,173,1,2
6293,Claudia,MICLALODIPA,85,1066,3,10
6294,rossanarianaxD,andream29460822,50,1432,5,8
6295,Tito Reynoso,TitoReynoso33,3,116,1,1
6296,Oswaldo Lino Candela,OswaldoLinoCan2,22,602,1,10
6297,Jhonny Rojas Lazaro,JhonnyRojas2017,11,86,1,1
6298,augusto,cesar_economia,19,285,8,8
6299,Frix,Frida09138463,4,143,1,1
6300,Sean Shakur,SeanShakur1,0,106,1,1
6301,Veronica,FieritaVeronica,8,989,1,1
6302,Maritza Elizabeth,Maritza198801,37,366,1,8
6303,Wilmer,wyntorp16,5,197,1,3
6304,JoAn LeVer,JoseLecca6858,21,174,2,7
6305,Mitsu,Mitsu39621396,3,103,1,1
6306,Dmarsi15,dmarsi,128,126,2,1
6307,Melissa,rojitas_90,117,826,2,1
6308,JuanCarlos UB,juancarlos_ub,21,1822,2,6
6309,Hebert,trujillo_hebert,34,213,5,2
6310,Alberto,Alberto98944063,0,79,1,1
6311,yhon coredo vega,1234casa12,36,979,1,1
6312,Yngrid Lezameta,yngrid_1979_17,1,138,4,0
6313,Juan Garay,JuanGaraymm,0,85,1,1
6314,Henry Muñoz,HenryihpMunoz,4,281,1,1
6315,Erika Alban,ErikAlban,14,392,6,11
6316,ALEJANDRO MEDINA,seriesalud2,3,82,1,1
6317,Christiam Buccallo,cbuccallo,180,587,3,7
6318,PRETORIAN,PRETORIANPERU,50,239,1,4
6319,Darwwym,darwwym,0,138,1,1
6320,ddante,ddante2,36,139,5,11
6321,YURI BÁRCENA,YuriBarcena,20,301,3,1
6322,RYU,RyudmRyu,167,2865,2,6
6323,patty villalva,pattypatricia71,36,412,5,10
6324,Cecilia,Cecilia94367567,160,2274,1,5
6325,Maria Cristina Poma,MariaCr85645726,20,356,1,1
6326,Neto,Neto_Sanchezz,1,215,1,1
6327,QHJJ,QHJJ1,0,4,1,1
6328,Jorge Luis Villegas Tejada.,angeldedragon,38,142,6,11
6329,Giuliana,giulianachahud,67,393,2,10
6330,Brayan Montoya,BrayanMontoya77,10,354,1,1
6331,Fernando,Fernand68922265,0,70,1,1
6332,Pedro del Rosario,PedroLosOlivos,403,440,8,6
6333,Periferica,Periferica,164,765,9,4
6334,walter,walterwaltyr,210,2701,5,6
6335,Edgar Alarcón Tejada,edgaralarconofi,330,198,1,1
6336,Sergio Gayoso,sgayosod,65,1233,1,11
6337,Ricky Solano,Mr_Congahead,451,1030,9,5
6338,jose alva,josegonzaloalva,8,345,5,0
6339,ZAMUDIO PAREDES,zamudio_paredes,34,185,1,1
6340,DarkMan,nandovaez,103,169,10,8
6341,Jose Palacios,JosePal98745807,0,25,1,5
6342,Jose Luis Estupinan,PepeLuchoNando,39,508,6,10
